,,RND,KPR,APR,FKPR,KMAX
v1c,lotus_stats,65,0.60,0.40,0.09,18
v1c,split_stats,56,0.84,0.29,0.13,24
Asokra,bind_stats,16,0.75,0.19,0.00,12
Asokra,split_stats,24,0.33,0.29,0.04,8
Waltz,bind_stats,21,0.57,0.52,0.05,12
Waltz,icebox_stats,26,0.42,0.27,0.08,11
Waltz,split_stats,16,0.56,0.31,0.06,9
Kinsoo,bind_stats,22,0.86,0.14,0.09,19
Kinsoo,breeze_stats,44,0.55,0.09,0.16,14
Kinsoo,lotus_stats,23,0.65,0.35,0.13,15
soup,bind_stats,44,0.84,0.48,0.00,27
soup,breeze_stats,15,0.33,0.13,0.00,5
soup,lotus_stats,19,0.53,0.42,0.05,10
Impact,bind_stats,91,0.78,0.33,0.11,21
Impact,breeze_stats,16,0.50,0.13,0.13,8
Impact,icebox_stats,20,0.95,0.00,0.25,19
Impact,lotus_stats,152,0.69,0.18,0.18,23
Impact,split_stats,145,0.83,0.24,0.14,23
Impact,sunset_stats,135,0.67,0.22,0.13,19
moira,bind_stats,79,0.63,0.37,0.08,20
moira,icebox_stats,35,0.46,0.11,0.03,9
moira,lotus_stats,112,0.69,0.30,0.09,18
moira,sunset_stats,39,0.46,0.21,0.00,14
fade,bind_stats,30,0.67,0.27,0.00,20
fade,lotus_stats,19,0.63,0.11,0.00,12
R3pr1se,bind_stats,18,0.67,0.61,0.00,12
R3pr1se,lotus_stats,19,0.95,0.42,0.05,18
vaLi,bind_stats,20,0.75,0.15,0.15,15
vaLi,lotus_stats,48,0.46,0.31,0.13,15
vaLi,split_stats,19,0.63,0.42,0.05,12
vaLi,sunset_stats,28,0.32,0.43,0.07,9
pannyx,bind_stats,137,0.55,0.47,0.07,14
pannyx,breeze_stats,17,0.35,0.06,0.00,6
pannyx,icebox_stats,58,0.69,0.24,0.10,14
pannyx,lotus_stats,30,0.63,0.37,0.00,19
pannyx,split_stats,65,0.60,0.52,0.00,14
Coastin,bind_stats,23,0.65,0.35,0.04,15
Coastin,icebox_stats,54,0.54,0.13,0.06,18
Coastin,lotus_stats,28,0.50,0.07,0.11,14
Coastin,split_stats,77,0.61,0.13,0.10,16
TeoRio,bind_stats,48,0.77,0.27,0.06,22
TeoRio,lotus_stats,41,0.46,0.24,0.07,11
TeoRio,split_stats,14,0.50,0.29,0.14,7
TeoRio,sunset_stats,34,0.44,0.38,0.03,11
Precision,bind_stats,78,0.53,0.45,0.04,13
Precision,breeze_stats,49,0.57,0.31,0.08,20
Precision,icebox_stats,161,0.66,0.40,0.06,23
Precision,lotus_stats,103,0.53,0.50,0.04,15
Precision,split_stats,158,0.63,0.39,0.04,20
Precision,sunset_stats,62,0.42,0.29,0.06,12
Hiiro,bind_stats,19,0.68,0.21,0.21,13
Hiiro,lotus_stats,59,0.76,0.20,0.14,27
Hiiro,split_stats,26,0.85,0.12,0.27,22
Hiiro,sunset_stats,53,0.58,0.23,0.13,15
Wizdran,bind_stats,129,0.57,0.29,0.05,16
Wizdran,icebox_stats,111,0.78,0.41,0.07,22
Wizdran,lotus_stats,132,0.64,0.30,0.05,19
Wizdran,split_stats,84,0.62,0.25,0.08,18
Wizdran,sunset_stats,101,0.76,0.29,0.02,23
QQ,bind_stats,22,0.73,0.18,0.18,16
QQ,icebox_stats,20,0.80,0.05,0.05,16
QQ,sunset_stats,20,1.20,0.15,0.10,24
Alice,bind_stats,79,0.78,0.25,0.29,22
Alice,icebox_stats,35,0.51,0.14,0.09,11
Alice,lotus_stats,112,0.91,0.21,0.22,24
Alice,sunset_stats,39,0.67,0.23,0.13,20
Xssant,bind_stats,87,0.64,0.45,0.06,19
Xssant,lotus_stats,30,0.67,0.57,0.00,20
Xssant,split_stats,41,0.54,0.32,0.00,11
Xssant,sunset_stats,19,0.37,0.47,0.00,7
Yuubi,bind_stats,23,0.61,0.57,0.04,14
Yuubi,icebox_stats,24,0.75,0.38,0.08,18
Yuubi,lotus_stats,17,0.53,0.47,0.18,9
Yuubi,split_stats,124,0.63,0.42,0.03,21
KWASONッ,bind_stats,23,0.70,0.39,0.00,16
KWASONッ,breeze_stats,23,0.43,0.22,0.04,10
KWASONッ,icebox_stats,24,0.75,0.38,0.08,18
KWASONッ,lotus_stats,41,0.68,0.39,0.02,19
KWASONッ,split_stats,124,0.84,0.35,0.11,27
KWASONッ,sunset_stats,23,0.74,0.48,0.09,17
Roslen,bind_stats,40,0.68,0.28,0.08,19
Roslen,lotus_stats,64,0.84,0.09,0.09,23
Roslen,sunset_stats,18,0.56,0.22,0.17,10
Tinkerbell,bind_stats,57,0.75,0.21,0.16,16
Tinkerbell,icebox_stats,49,0.65,0.33,0.06,14
Tinkerbell,lotus_stats,19,0.74,0.21,0.11,14
Tinkerbell,split_stats,54,1.19,0.28,0.22,27
Tinkerbell,sunset_stats,23,1.17,0.09,0.30,27
StaGGeR,bind_stats,26,0.77,0.73,0.00,20
StaGGeR,breeze_stats,51,0.65,0.37,0.04,17
StaGGeR,icebox_stats,41,0.24,0.49,0.02,6
StaGGeR,split_stats,37,0.57,0.57,0.05,13
StaGGeR,sunset_stats,61,0.46,0.31,0.03,11
RONOBOS,bind_stats,24,0.63,0.54,0.08,15
RONOBOS,icebox_stats,16,0.38,0.06,0.06,6
RONOBOS,lotus_stats,23,0.78,0.52,0.09,18
RONOBOS,split_stats,16,0.56,0.25,0.00,9
yonn,bind_stats,19,0.95,0.05,0.16,18
yonn,lotus_stats,15,0.40,0.20,0.07,6
ritemanz,bind_stats,19,0.58,0.32,0.11,11
ritemanz,sunset_stats,21,0.67,0.38,0.14,14
ken leywin,bind_stats,23,0.74,0.26,0.13,17
ken leywin,lotus_stats,22,0.73,0.23,0.09,16
ken leywin,sunset_stats,20,0.90,0.20,0.10,18
frqdo,bind_stats,22,0.59,0.05,0.09,13
frqdo,breeze_stats,21,0.48,0.29,0.05,10
frqdo,lotus_stats,86,0.59,0.13,0.05,22
frqdo,split_stats,21,0.43,0.10,0.05,9
Mizu,bind_stats,17,0.47,0.29,0.00,8
Mizu,icebox_stats,20,0.60,0.10,0.00,12
Mizu,split_stats,18,0.83,0.44,0.06,15
Mizu,sunset_stats,20,0.40,0.20,0.05,8
dex,bind_stats,24,0.71,0.38,0.04,17
dex,icebox_stats,16,0.50,0.13,0.00,8
dex,lotus_stats,23,0.26,0.09,0.00,6
dex,split_stats,16,0.31,0.25,0.00,5
Needy,bind_stats,62,0.95,0.23,0.23,33
Needy,breeze_stats,16,0.94,0.25,0.06,15
Rest,bind_stats,19,0.74,0.32,0.21,14
Rest,icebox_stats,38,0.61,0.13,0.16,13
Rest,lotus_stats,46,0.54,0.22,0.11,14
Rest,split_stats,55,0.64,0.24,0.09,13
Rest,sunset_stats,69,0.70,0.14,0.09,18
Kubfu,bind_stats,48,0.83,0.17,0.13,24
Kubfu,icebox_stats,143,0.90,0.24,0.12,27
Kubfu,lotus_stats,162,0.94,0.19,0.25,27
Kubfu,split_stats,16,0.63,0.00,0.19,10
Kubfu,sunset_stats,81,0.81,0.15,0.17,21
zepher,bind_stats,24,0.58,0.17,0.17,14
zepher,breeze_stats,39,0.77,0.23,0.23,23
zepher,icebox_stats,48,0.77,0.10,0.06,24
zepher,lotus_stats,97,0.66,0.12,0.13,14
zepher,split_stats,82,0.63,0.30,0.05,18
zepher,sunset_stats,42,0.67,0.19,0.12,16
Dejvid,bind_stats,18,0.61,0.33,0.22,11
Dejvid,icebox_stats,19,0.42,0.05,0.11,8
Dejvid,lotus_stats,24,0.92,0.25,0.21,22
g1ich,bind_stats,24,0.96,0.17,0.21,23
g1ich,icebox_stats,16,0.50,0.13,0.13,8
g1ich,lotus_stats,23,1.17,0.09,0.30,27
g1ich,split_stats,16,0.25,0.06,0.06,4
Kocham Nezuko,bind_stats,18,0.83,0.39,0.00,15
Kocham Nezuko,icebox_stats,19,0.63,0.21,0.16,12
Kocham Nezuko,lotus_stats,24,0.96,0.17,0.08,23
Phi Minh,bind_stats,85,0.62,0.35,0.02,17
Phi Minh,breeze_stats,19,0.68,0.16,0.05,13
Phi Minh,lotus_stats,15,0.93,0.20,0.07,14
Phi Minh,split_stats,42,0.67,0.38,0.05,14
flyuh,bind_stats,69,0.51,0.43,0.07,15
flyuh,breeze_stats,40,0.58,0.53,0.13,15
flyuh,icebox_stats,15,0.80,0.47,0.00,12
flyuh,lotus_stats,65,0.60,0.49,0.05,17
flyuh,split_stats,56,0.66,0.30,0.04,20
pvS,bind_stats,46,0.76,0.17,0.09,20
pvS,breeze_stats,53,0.94,0.21,0.19,22
pvS,icebox_stats,92,0.82,0.13,0.11,24
pvS,lotus_stats,21,0.90,0.10,0.05,19
pvS,split_stats,46,0.50,0.30,0.04,12
kzr,bind_stats,46,0.76,0.22,0.26,21
kzr,breeze_stats,53,0.79,0.42,0.08,15
kzr,icebox_stats,92,0.62,0.26,0.11,19
kzr,lotus_stats,21,0.90,0.38,0.14,19
kzr,split_stats,46,0.70,0.13,0.22,16
riku,bind_stats,78,0.73,0.45,0.08,18
riku,breeze_stats,49,0.78,0.14,0.10,23
riku,icebox_stats,161,0.66,0.12,0.08,24
riku,lotus_stats,103,0.80,0.32,0.12,26
riku,split_stats,158,0.72,0.42,0.08,28
riku,sunset_stats,62,0.58,0.24,0.10,15
Wolfen,bind_stats,42,0.69,0.40,0.14,17
Wolfen,breeze_stats,21,0.81,0.00,0.14,17
Wolfen,icebox_stats,63,0.65,0.38,0.08,19
Wolfen,lotus_stats,91,0.70,0.19,0.13,18
Wolfen,split_stats,98,0.72,0.21,0.13,20
Wolfen,sunset_stats,80,0.73,0.36,0.10,21
Zia,bind_stats,63,0.70,0.33,0.13,23
Zia,lotus_stats,45,0.80,0.18,0.11,21
Zia,sunset_stats,20,0.60,0.15,0.10,12
Goldmannn,bind_stats,24,0.67,0.13,0.08,16
Goldmannn,icebox_stats,43,0.79,0.23,0.07,23
Goldmannn,sunset_stats,16,0.44,0.25,0.00,7
shayweeee,bind_stats,23,0.61,0.39,0.13,14
shayweeee,breeze_stats,23,0.35,0.13,0.09,8
shayweeee,icebox_stats,24,0.75,0.54,0.13,18
shayweeee,lotus_stats,41,0.61,0.32,0.07,16
shayweeee,split_stats,124,0.59,0.35,0.06,21
shayweeee,sunset_stats,23,1.09,0.35,0.17,25
fierystriker,bind_stats,37,0.81,0.30,0.00,17
fierystriker,lotus_stats,34,0.50,0.24,0.12,10
lux9,bind_stats,69,0.88,0.17,0.23,31
lux9,breeze_stats,19,0.47,0.32,0.05,9
lux9,icebox_stats,60,0.50,0.12,0.13,18
lux9,lotus_stats,42,0.62,0.21,0.14,16
lux9,split_stats,50,0.92,0.12,0.22,24
lux9,sunset_stats,67,0.90,0.16,0.22,21
Kitty,bind_stats,43,0.67,0.60,0.00,20
Kitty,breeze_stats,13,0.23,0.08,0.15,3
Kitty,icebox_stats,55,0.64,0.22,0.04,28
Kitty,lotus_stats,75,0.72,0.32,0.05,18
Kitty,split_stats,42,0.60,0.33,0.05,13
k1ngkappa,bind_stats,73,0.81,0.18,0.16,26
k1ngkappa,breeze_stats,55,0.71,0.24,0.18,16
k1ngkappa,icebox_stats,42,0.64,0.14,0.21,16
k1ngkappa,lotus_stats,138,0.89,0.25,0.17,28
k1ngkappa,split_stats,68,0.75,0.18,0.19,22
k1ngkappa,sunset_stats,19,0.89,0.16,0.21,17
powa,bind_stats,18,0.56,0.67,0.00,10
powa,breeze_stats,44,0.75,0.32,0.05,18
powa,icebox_stats,26,0.62,0.35,0.04,16
powa,split_stats,18,0.56,0.00,0.06,10
Leosen,bind_stats,38,0.82,0.26,0.21,16
Leosen,breeze_stats,56,0.77,0.21,0.21,16
Leosen,icebox_stats,44,0.77,0.18,0.11,24
Leosen,lotus_stats,148,0.89,0.14,0.20,31
Leosen,split_stats,61,0.62,0.05,0.11,17
Leosen,sunset_stats,103,0.75,0.13,0.17,21
Comfy,bind_stats,23,0.78,0.09,0.13,18
Comfy,icebox_stats,24,0.63,0.25,0.00,15
Comfy,lotus_stats,19,0.63,0.16,0.11,12
Comfy,split_stats,17,0.18,0.24,0.12,3
picklope,bind_stats,26,0.81,0.08,0.15,21
picklope,icebox_stats,28,0.79,0.18,0.11,22
picklope,split_stats,15,0.47,0.20,0.13,7
machuchutrain,bind_stats,85,0.72,0.29,0.09,17
machuchutrain,breeze_stats,19,0.74,0.26,0.11,14
machuchutrain,lotus_stats,15,1.67,0.67,0.07,25
machuchutrain,split_stats,42,1.00,0.14,0.10,21
jamalballs45,bind_stats,48,0.54,0.27,0.04,13
jamalballs45,breeze_stats,15,1.00,0.33,0.33,15
jamalballs45,icebox_stats,26,0.54,0.35,0.08,14
jamalballs45,lotus_stats,50,0.74,0.36,0.08,13
jamalballs45,split_stats,35,0.69,0.26,0.11,17
Breinholt,bind_stats,48,0.65,0.17,0.17,16
Breinholt,breeze_stats,15,0.87,0.47,0.07,13
Breinholt,icebox_stats,26,0.88,0.08,0.23,23
Breinholt,lotus_stats,50,1.28,0.24,0.32,23
Breinholt,split_stats,35,0.66,0.09,0.17,19
poipoi,bind_stats,29,1.00,0.10,0.10,15
poipoi,lotus_stats,20,0.55,0.05,0.05,11
poipoi,split_stats,17,0.94,0.06,0.24,16
epazera,bind_stats,18,0.61,0.83,0.17,11
epazera,icebox_stats,19,0.63,0.37,0.11,12
epazera,lotus_stats,24,0.58,0.38,0.04,14
furq,bind_stats,26,0.73,0.15,0.12,19
furq,breeze_stats,19,0.63,0.74,0.00,12
furq,split_stats,41,0.78,0.10,0.17,17
helkii,bind_stats,46,0.65,0.33,0.02,16
helkii,breeze_stats,34,0.56,0.21,0.06,10
helkii,icebox_stats,92,0.71,0.32,0.03,18
helkii,lotus_stats,21,0.57,0.38,0.05,12
helkii,split_stats,24,0.63,0.21,0.00,15
starstruck,bind_stats,26,0.73,0.31,0.12,19
Ichisolo,bind_stats,43,0.72,0.19,0.07,17
Ichisolo,lotus_stats,81,0.69,0.19,0.14,18
Ichisolo,split_stats,19,1.21,0.68,0.21,23
Ichisolo,sunset_stats,20,0.65,0.15,0.05,13
njaaron,bind_stats,19,0.63,0.16,0.11,12
njaaron,sunset_stats,22,0.73,0.23,0.05,16
Bgg,bind_stats,144,0.65,0.40,0.07,18
Bgg,breeze_stats,65,0.72,0.32,0.08,17
Bgg,icebox_stats,87,0.78,0.44,0.09,18
Bgg,lotus_stats,123,0.49,0.37,0.11,14
Bgg,split_stats,189,0.72,0.40,0.14,22
Bgg,sunset_stats,130,0.77,0.34,0.14,16
paTiTek,bind_stats,47,0.55,0.62,0.04,14
paTiTek,breeze_stats,39,0.51,0.64,0.05,11
paTiTek,icebox_stats,59,0.59,0.41,0.07,13
paTiTek,lotus_stats,138,0.50,0.32,0.07,17
paTiTek,split_stats,75,0.59,0.29,0.05,14
paTiTek,sunset_stats,140,0.61,0.63,0.11,22
hero1,bind_stats,20,0.80,0.15,0.05,16
hero1,lotus_stats,48,0.73,0.17,0.08,24
hero1,split_stats,19,0.47,0.11,0.05,9
hero1,sunset_stats,28,0.79,0.25,0.07,22
Wi1d,bind_stats,52,0.60,0.58,0.08,14
Wi1d,icebox_stats,17,0.29,0.41,0.00,5
Wi1d,lotus_stats,32,0.44,0.31,0.09,13
aillien,bind_stats,122,0.67,0.43,0.05,19
aillien,icebox_stats,58,0.59,0.28,0.07,13
aillien,lotus_stats,45,0.58,0.58,0.13,15
aillien,sunset_stats,20,0.70,0.30,0.10,14
Virreo,bind_stats,19,0.79,0.21,0.00,15
Virreo,icebox_stats,37,0.86,0.16,0.11,21
Virreo,lotus_stats,67,0.72,0.27,0.07,23
Virreo,sunset_stats,23,0.65,0.22,0.04,15
yasiek,bind_stats,62,0.65,0.31,0.05,16
yasiek,icebox_stats,83,0.63,0.28,0.08,20
yasiek,lotus_stats,67,0.72,0.30,0.09,22
yasiek,split_stats,26,0.65,0.19,0.00,17
Chongi,bind_stats,43,0.65,0.16,0.07,14
Chongi,lotus_stats,81,0.72,0.35,0.10,19
Chongi,split_stats,19,0.37,0.21,0.05,7
Chongi,sunset_stats,20,0.65,0.15,0.05,13
HannibalTn,bind_stats,18,0.72,0.39,0.06,13
HannibalTn,breeze_stats,22,0.59,0.27,0.00,13
HannibalTn,lotus_stats,22,0.73,0.14,0.05,16
jcStani,bind_stats,24,0.63,0.54,0.17,15
zafe,bind_stats,62,0.77,0.15,0.23,20
zafe,icebox_stats,37,0.59,0.11,0.11,18
zafe,lotus_stats,18,1.06,0.39,0.00,19
thanE,bind_stats,21,0.81,0.00,0.19,17
thanE,lotus_stats,18,0.67,0.11,0.11,12
Mojer,bind_stats,56,0.89,0.16,0.11,19
Mojer,breeze_stats,22,0.50,0.32,0.09,11
Mojer,icebox_stats,118,0.96,0.26,0.16,22
Mojer,lotus_stats,33,0.79,0.39,0.09,14
Mojer,split_stats,147,0.97,0.20,0.18,26
Mojer,sunset_stats,82,0.68,0.23,0.21,19
babykiwii,bind_stats,137,0.65,0.22,0.12,22
babykiwii,breeze_stats,17,0.59,0.24,0.06,10
babykiwii,icebox_stats,58,0.50,0.22,0.05,14
babykiwii,lotus_stats,30,0.87,0.10,0.13,26
babykiwii,split_stats,65,0.60,0.18,0.09,18
SORA,bind_stats,23,0.87,0.13,0.26,20
SORA,lotus_stats,22,0.50,0.09,0.00,11
SORA,sunset_stats,20,1.15,0.20,0.20,23
Syrup,bind_stats,24,0.79,0.33,0.17,19
Syrup,breeze_stats,19,0.37,0.26,0.11,7
Syrup,icebox_stats,94,0.62,0.28,0.05,17
Syrup,lotus_stats,38,0.92,0.21,0.11,19
Syrup,sunset_stats,24,0.50,0.33,0.00,12
pingu,bind_stats,22,0.59,0.41,0.09,13
pingu,breeze_stats,24,0.79,0.29,0.21,19
pingu,icebox_stats,17,1.06,0.06,0.29,18
pingu,lotus_stats,14,0.43,0.07,0.07,6
des,bind_stats,23,0.78,0.13,0.04,18
des,breeze_stats,18,0.72,0.44,0.11,13
des,icebox_stats,31,0.55,0.06,0.06,12
des,lotus_stats,52,0.75,0.21,0.15,21
des,split_stats,39,0.56,0.31,0.00,15
SaucyYan,bind_stats,24,0.71,0.21,0.00,17
SaucyYan,lotus_stats,20,0.25,0.10,0.00,5
Fw,bind_stats,24,0.75,0.38,0.08,18
Fw,breeze_stats,63,0.90,0.40,0.03,23
Fw,icebox_stats,23,1.09,0.30,0.09,25
Fw,sunset_stats,20,0.50,0.55,0.10,10
Scorteck,bind_stats,40,0.65,0.43,0.08,15
Scorteck,lotus_stats,64,0.70,0.23,0.03,18
Scorteck,sunset_stats,18,0.83,0.28,0.06,15
docas,bind_stats,43,0.53,0.28,0.05,13
docas,breeze_stats,19,0.47,0.21,0.05,9
docas,icebox_stats,22,0.45,0.27,0.05,10
docas,lotus_stats,66,0.56,0.32,0.06,14
docas,sunset_stats,18,1.06,0.28,0.17,19
Muj,bind_stats,57,0.74,0.23,0.16,21
Muj,breeze_stats,22,0.68,0.14,0.23,15
Muj,icebox_stats,66,0.67,0.29,0.12,25
Muj,lotus_stats,84,0.69,0.15,0.21,18
Muj,split_stats,43,0.67,0.19,0.14,15
Muj,sunset_stats,66,0.71,0.33,0.24,16
oska,bind_stats,37,0.73,0.22,0.24,19
oska,lotus_stats,44,0.68,0.16,0.20,16
oska,split_stats,42,0.57,0.33,0.10,13
SCar,bind_stats,77,0.49,0.60,0.01,13
SCar,breeze_stats,37,0.68,0.35,0.08,13
SCar,icebox_stats,80,0.59,0.31,0.08,16
SCar,lotus_stats,178,0.60,0.34,0.04,19
SCar,split_stats,40,0.50,0.25,0.08,12
SCar,sunset_stats,42,0.67,0.40,0.10,16
Kaah,bind_stats,24,0.54,0.21,0.04,13
Kaah,breeze_stats,50,0.72,0.32,0.06,23
Kaah,icebox_stats,68,1.07,0.12,0.15,24
Kaah,lotus_stats,24,0.46,0.17,0.08,11
Kaah,split_stats,21,0.86,0.48,0.14,18
Kaah,sunset_stats,83,0.80,0.46,0.05,19
VibinRyan,bind_stats,46,0.61,0.30,0.04,17
VibinRyan,breeze_stats,15,0.53,0.13,0.00,8
VibinRyan,icebox_stats,22,0.59,0.32,0.05,13
VibinRyan,lotus_stats,82,0.83,0.44,0.15,21
VibinRyan,sunset_stats,66,0.65,0.33,0.14,19
Hitch,bind_stats,83,0.51,0.57,0.05,13
Hitch,breeze_stats,59,0.71,0.51,0.02,18
Hitch,icebox_stats,39,0.69,0.21,0.03,21
Hitch,lotus_stats,23,0.57,0.26,0.00,13
Hitch,sunset_stats,60,0.40,0.53,0.03,11
r1zvaN,bind_stats,83,0.70,0.40,0.11,17
r1zvaN,breeze_stats,59,0.61,0.19,0.07,14
r1zvaN,icebox_stats,39,0.54,0.15,0.05,13
r1zvaN,lotus_stats,23,0.52,0.30,0.00,12
r1zvaN,sunset_stats,60,0.58,0.25,0.13,17
dreicouv,bind_stats,56,0.75,0.25,0.14,16
dreicouv,breeze_stats,24,0.83,0.17,0.21,20
dreicouv,icebox_stats,72,0.81,0.15,0.22,25
dreicouv,lotus_stats,41,0.51,0.12,0.05,13
dreicouv,split_stats,17,1.00,0.35,0.18,17
elmà,bind_stats,46,0.59,0.48,0.04,17
elmà,breeze_stats,19,0.79,0.00,0.11,15
elmà,icebox_stats,94,1.18,0.24,0.27,29
elmà,lotus_stats,57,0.74,0.46,0.14,19
elmà,sunset_stats,24,0.54,0.38,0.00,13
mew,bind_stats,18,0.78,0.17,0.06,14
mew,breeze_stats,22,0.77,0.00,0.09,17
Rexo,bind_stats,18,0.56,0.50,0.06,10
Rexo,split_stats,46,0.43,0.39,0.00,15
str0nda,bind_stats,46,0.76,0.13,0.17,24
str0nda,breeze_stats,53,1.11,0.15,0.28,21
str0nda,icebox_stats,92,0.73,0.10,0.21,21
str0nda,lotus_stats,21,0.81,0.24,0.24,17
str0nda,split_stats,46,0.65,0.20,0.17,16
benjyfishy,bind_stats,67,0.69,0.31,0.12,18
benjyfishy,breeze_stats,39,0.64,0.18,0.15,15
benjyfishy,icebox_stats,59,0.83,0.08,0.00,19
benjyfishy,lotus_stats,138,0.74,0.12,0.06,24
benjyfishy,split_stats,75,0.72,0.20,0.07,21
benjyfishy,sunset_stats,155,0.89,0.22,0.10,28
glub,bind_stats,19,0.79,0.32,0.21,15
glub,sunset_stats,22,1.23,0.05,0.32,27
AsLanM4shadoW,bind_stats,57,0.61,0.37,0.07,14
AsLanM4shadoW,breeze_stats,22,0.50,0.32,0.00,11
AsLanM4shadoW,icebox_stats,66,1.03,0.11,0.03,26
AsLanM4shadoW,lotus_stats,84,0.76,0.36,0.05,21
AsLanM4shadoW,split_stats,43,0.93,0.40,0.07,24
AsLanM4shadoW,sunset_stats,66,0.77,0.33,0.08,18
dwepii,bind_stats,43,0.81,0.09,0.21,18
dwepii,breeze_stats,23,0.39,0.17,0.13,9
dwepii,icebox_stats,26,0.42,0.12,0.04,11
dwepii,lotus_stats,84,0.58,0.25,0.10,20
dwepii,split_stats,40,0.48,0.15,0.05,11
dwepii,sunset_stats,80,0.74,0.24,0.09,19
karim,bind_stats,23,0.65,0.22,0.09,15
karim,icebox_stats,23,0.57,0.26,0.13,13
karim,lotus_stats,28,0.57,0.36,0.00,16
karim,split_stats,42,0.60,0.14,0.12,14
Sayonara,bind_stats,77,0.75,0.21,0.14,25
Sayonara,breeze_stats,40,1.08,0.15,0.28,24
Sayonara,icebox_stats,60,1.02,0.25,0.18,22
Sayonara,lotus_stats,16,1.19,0.44,0.13,19
Sayonara,split_stats,17,1.35,0.29,0.18,23
Sayonara,sunset_stats,19,1.21,0.84,0.11,23
solo88,bind_stats,23,0.61,0.17,0.13,14
solo88,icebox_stats,24,0.58,0.54,0.13,14
solo88,lotus_stats,19,1.05,0.05,0.05,20
Prey,bind_stats,24,0.75,0.17,0.04,18
Prey,icebox_stats,22,0.68,0.14,0.09,15
Prey,lotus_stats,14,0.79,0.21,0.14,11
Prey,split_stats,23,0.83,0.17,0.26,19
nazyn,bind_stats,18,0.78,0.39,0.22,14
nazyn,icebox_stats,19,0.37,0.16,0.00,7
nazyn,lotus_stats,24,0.67,0.42,0.04,16
Flacko,bind_stats,19,0.68,0.16,0.11,13
Flacko,sunset_stats,22,0.36,0.64,0.05,8
Mity,bind_stats,37,0.84,0.16,0.16,16
Mity,lotus_stats,34,0.79,0.09,0.21,14
Winteryrook,bind_stats,144,0.66,0.38,0.10,20
Winteryrook,breeze_stats,65,0.78,0.25,0.17,21
Winteryrook,icebox_stats,87,0.92,0.37,0.13,24
Winteryrook,lotus_stats,123,0.93,0.21,0.15,23
Winteryrook,split_stats,189,0.70,0.38,0.09,28
Winteryrook,sunset_stats,130,0.76,0.42,0.10,21
congas,bind_stats,42,0.62,0.17,0.17,15
congas,lotus_stats,41,1.00,0.15,0.12,24
limitado,bind_stats,73,0.58,0.19,0.05,20
limitado,breeze_stats,55,0.75,0.18,0.05,19
limitado,icebox_stats,42,0.60,0.24,0.02,14
limitado,lotus_stats,138,0.57,0.23,0.09,17
limitado,split_stats,68,0.69,0.21,0.04,21
limitado,sunset_stats,19,0.84,0.63,0.05,16
GLORIOUS,bind_stats,24,0.71,0.29,0.04,17
GLORIOUS,breeze_stats,14,0.71,0.07,0.07,10
GLORIOUS,lotus_stats,38,0.47,0.13,0.13,13
Layz Chop,bind_stats,19,0.74,0.11,0.16,14
Layz Chop,lotus_stats,43,0.56,0.19,0.16,19
Layz Chop,split_stats,66,0.62,0.27,0.06,16
Truly,bind_stats,65,0.72,0.12,0.03,20
Truly,icebox_stats,40,0.80,0.13,0.03,20
Truly,lotus_stats,54,0.59,0.15,0.11,19
Zephyr,bind_stats,62,0.55,0.11,0.03,14
Zephyr,breeze_stats,19,0.53,0.00,0.05,10
Zephyr,split_stats,42,0.38,0.07,0.05,8
YssisMercy,bind_stats,33,0.79,0.27,0.15,20
YssisMercy,breeze_stats,13,0.15,0.00,0.00,2
YssisMercy,lotus_stats,20,0.65,0.15,0.00,13
YssisMercy,split_stats,24,0.67,0.25,0.04,16
mindle,bind_stats,46,0.54,0.13,0.07,14
mindle,breeze_stats,69,0.57,0.35,0.03,17
mindle,icebox_stats,139,0.55,0.26,0.06,20
mindle,lotus_stats,40,0.95,0.23,0.13,27
mindle,split_stats,21,0.90,0.43,0.05,19
mindle,sunset_stats,133,0.84,0.38,0.07,22
gabi,bind_stats,26,0.69,0.15,0.15,18
gabi,breeze_stats,21,0.76,0.14,0.19,16
gabi,sunset_stats,19,0.74,0.05,0.26,14
Supernova,bind_stats,122,0.72,0.20,0.18,24
Supernova,icebox_stats,58,0.76,0.19,0.19,22
Supernova,lotus_stats,45,0.53,0.29,0.09,12
Supernova,sunset_stats,20,0.95,0.05,0.15,19
Cyclone,bind_stats,15,0.80,0.20,0.07,12
Cyclone,icebox_stats,14,0.79,0.21,0.21,11
Cyclone,lotus_stats,19,0.84,0.11,0.05,16
Cyclone,sunset_stats,16,0.63,0.25,0.25,10
Cell,bind_stats,46,0.54,0.46,0.04,16
Cell,icebox_stats,78,0.79,0.19,0.08,23
Cell,lotus_stats,45,0.47,0.33,0.09,17
Cell,split_stats,20,0.75,0.25,0.05,15
Cell,sunset_stats,22,0.55,0.45,0.00,12
becca,bind_stats,34,0.68,0.24,0.18,14
becca,icebox_stats,15,0.80,0.07,0.00,12
becca,lotus_stats,17,0.71,0.18,0.12,12
kalvo,bind_stats,75,0.64,0.25,0.08,15
kalvo,icebox_stats,39,0.41,0.15,0.00,10
kalvo,lotus_stats,187,0.60,0.13,0.06,32
Neeish,bind_stats,20,0.50,0.35,0.05,10
Neeish,breeze_stats,47,0.60,0.21,0.04,17
Neeish,lotus_stats,39,0.67,0.31,0.08,18
PR3,bind_stats,19,0.68,0.32,0.00,13
PR3,icebox_stats,17,0.47,0.35,0.06,8
