,,RND,KPR,APR,FKPR,KMAX
jawgemo,breeze_stats,22,0.45,0.18,0.05,10
jawgemo,icebox_stats,36,0.72,0.11,0.19,17
jawgemo,lotus_stats,84,0.79,0.11,0.19,29
jawgemo,split_stats,17,0.47,0.06,0.12,8
jawgemo,sunset_stats,62,0.68,0.11,0.18,22
Deryeon,ascent_stats,17,0.71,0.65,0.24,12
Deryeon,bind_stats,20,0.55,0.35,0.05,11
Deryeon,icebox_stats,37,0.62,0.49,0.08,14
Deryeon,lotus_stats,59,0.58,0.14,0.07,13
Deryeon,split_stats,20,0.60,0.15,0.05,12
Kush,ascent_stats,45,0.93,0.22,0.13,23
Kush,bind_stats,56,0.73,0.20,0.09,19
Kush,icebox_stats,19,0.37,0.26,0.00,7
Kush,lotus_stats,108,0.80,0.43,0.12,22
Kush,split_stats,62,0.79,0.52,0.08,18
Kush,sunset_stats,85,0.91,0.19,0.20,24
NoMan,ascent_stats,20,0.95,0.20,0.10,19
NoMan,breeze_stats,22,1.00,0.14,0.27,22
NoMan,icebox_stats,22,0.55,0.09,0.14,12
NoMan,split_stats,21,0.81,0.14,0.05,17
LizA,ascent_stats,43,1.09,0.14,0.14,31
LizA,icebox_stats,49,0.96,0.16,0.10,28
LizA,lotus_stats,79,0.80,0.09,0.13,20
LizA,split_stats,17,0.35,0.24,0.00,6
LizA,sunset_stats,50,0.72,0.16,0.14,18
ceeJay,ascent_stats,21,0.86,0.29,0.14,18
ceeJay,lotus_stats,24,0.83,0.29,0.13,20
ceeJay,split_stats,16,0.63,0.19,0.19,10
dos9,ascent_stats,45,1.07,0.20,0.18,25
dos9,bind_stats,71,0.90,0.24,0.14,20
dos9,breeze_stats,28,1.14,0.32,0.21,32
dos9,icebox_stats,64,0.63,0.17,0.16,15
dos9,lotus_stats,40,0.90,0.20,0.08,25
dos9,split_stats,44,0.64,0.18,0.09,15
LeVi,ascent_stats,43,0.88,0.44,0.14,25
LeVi,bind_stats,61,0.66,0.25,0.10,17
LeVi,icebox_stats,39,0.54,0.18,0.08,11
LeVi,lotus_stats,20,0.80,0.50,0.15,16
LeVi,split_stats,22,0.86,0.18,0.18,19
LeVi,sunset_stats,20,0.80,0.20,0.10,16
Chloettw,ascent_stats,40,0.93,0.33,0.08,21
zander,ascent_stats,41,1.12,0.41,0.17,31
zander,icebox_stats,76,1.05,0.57,0.18,23
zander,lotus_stats,66,0.62,0.38,0.09,18
zander,split_stats,19,1.16,0.26,0.05,22
zander,sunset_stats,14,0.64,0.64,0.21,9
welyy,ascent_stats,41,0.83,0.37,0.07,21
welyy,breeze_stats,15,0.60,0.07,0.00,9
welyy,icebox_stats,69,0.71,0.28,0.12,17
welyy,lotus_stats,64,1.03,0.41,0.08,33
welyy,split_stats,21,0.48,0.14,0.05,10
welyy,sunset_stats,19,1.05,0.32,0.05,20
Rainy,ascent_stats,78,0.77,0.51,0.10,17
Rainy,breeze_stats,23,0.61,0.04,0.09,14
Rainy,icebox_stats,67,0.55,0.27,0.10,13
Rainy,lotus_stats,112,0.63,0.27,0.09,21
Rainy,split_stats,44,0.57,0.55,0.09,13
Rainy,sunset_stats,44,0.68,0.45,0.11,16
ANNYEON,ascent_stats,39,0.74,0.72,0.05,17
ANNYEON,bind_stats,22,0.41,0.41,0.05,9
ANNYEON,breeze_stats,39,0.90,0.38,0.10,18
ANNYEON,icebox_stats,16,0.38,0.25,0.00,6
ANNYEON,lotus_stats,15,0.47,0.40,0.00,7
ANNYEON,split_stats,23,0.52,0.57,0.04,12
ANNYEON,sunset_stats,41,0.71,0.22,0.07,15
Mayy,ascent_stats,42,0.88,0.38,0.19,20
Mayy,icebox_stats,42,0.69,0.45,0.12,15
Dannyy,ascent_stats,21,0.90,0.19,0.00,19
Dannyy,sunset_stats,15,0.47,0.27,0.07,7
sSef,ascent_stats,36,0.72,0.42,0.14,18
sSef,bind_stats,44,0.55,0.39,0.05,14
sSef,lotus_stats,76,0.72,0.39,0.12,16
sSef,split_stats,40,0.60,0.43,0.13,16
sSef,sunset_stats,68,0.66,0.50,0.06,17
dodonut,ascent_stats,104,0.93,0.16,0.22,25
dodonut,bind_stats,57,0.65,0.28,0.14,21
dodonut,icebox_stats,62,0.77,0.16,0.23,19
dodonut,lotus_stats,52,0.69,0.21,0.15,15
dodonut,split_stats,51,1.20,0.35,0.16,27
dodonut,sunset_stats,93,0.96,0.18,0.29,28
Annie,ascent_stats,58,0.98,0.19,0.28,20
Annie,bind_stats,26,0.38,0.12,0.23,10
Annie,breeze_stats,24,0.79,0.21,0.17,19
Annie,icebox_stats,76,0.84,0.12,0.13,19
Annie,lotus_stats,46,0.63,0.17,0.20,16
Annie,split_stats,64,1.08,0.14,0.31,28
Annie,sunset_stats,19,0.68,0.16,0.21,13
Ambi,ascent_stats,42,0.69,0.67,0.05,18
Ambi,bind_stats,39,0.69,0.44,0.10,17
Ambi,breeze_stats,43,0.53,0.40,0.07,12
Ambi,lotus_stats,46,0.59,0.50,0.02,17
Ambi,sunset_stats,37,0.59,0.30,0.08,11
Shao,ascent_stats,39,0.79,0.36,0.08,16
Shao,bind_stats,42,0.57,0.31,0.05,13
Shao,breeze_stats,17,0.41,0.41,0.00,7
Shao,lotus_stats,40,0.80,0.40,0.08,17
Shao,split_stats,65,0.77,0.52,0.06,24
Shao,sunset_stats,71,0.75,0.34,0.11,20
Vera,ascent_stats,21,0.86,0.33,0.14,18
Vera,bind_stats,35,0.77,0.11,0.17,17
Vera,breeze_stats,82,1.18,0.13,0.26,32
Vera,lotus_stats,112,0.96,0.24,0.21,29
Vera,split_stats,57,0.93,0.21,0.28,18
Vera,sunset_stats,91,0.84,0.23,0.16,30
dip,ascent_stats,104,0.92,0.41,0.04,27
dip,bind_stats,23,0.70,0.22,0.13,16
dip,breeze_stats,16,0.56,0.94,0.00,9
dip,icebox_stats,24,0.75,0.50,0.13,18
dip,lotus_stats,86,0.74,0.30,0.13,20
dip,split_stats,42,0.86,0.21,0.10,20
kaajak,ascent_stats,31,1.03,0.10,0.32,16
kaajak,bind_stats,22,0.59,0.27,0.09,13
kaajak,breeze_stats,19,0.79,0.21,0.21,15
kaajak,icebox_stats,58,0.78,0.12,0.22,18
kaajak,lotus_stats,62,1.00,0.13,0.24,26
kaajak,sunset_stats,95,0.99,0.28,0.20,22
kikowo,ascent_stats,17,0.59,1.12,0.06,10
kikowo,bind_stats,18,0.56,0.50,0.00,10
kikowo,sunset_stats,16,0.38,0.25,0.00,6
Reverie,ascent_stats,22,0.91,0.23,0.05,20
Reverie,breeze_stats,46,0.48,0.17,0.09,12
Reverie,icebox_stats,17,1.18,0.06,0.06,20
Reverie,lotus_stats,119,0.68,0.52,0.07,21
Reverie,split_stats,37,0.57,0.30,0.05,14
Reverie,sunset_stats,38,0.74,0.26,0.11,15
ZENZKI,ascent_stats,20,1.10,0.35,0.25,22
ZENZKI,bind_stats,19,0.63,0.16,0.11,12
ZENZKI,lotus_stats,18,0.39,0.06,0.17,7
Ruxic,ascent_stats,41,0.88,0.24,0.07,23
Ruxic,bind_stats,54,0.65,0.31,0.11,22
Ruxic,icebox_stats,19,1.00,0.37,0.32,19
Ruxic,lotus_stats,91,0.86,0.40,0.10,24
Ruxic,split_stats,80,0.80,0.33,0.09,24
Ruxic,sunset_stats,23,1.17,0.22,0.13,27
austifrosti,ascent_stats,30,1.10,0.20,0.33,33
austifrosti,bind_stats,21,0.52,0.24,0.24,11
austifrosti,breeze_stats,24,0.75,0.33,0.17,18
austifrosti,icebox_stats,24,0.83,0.25,0.25,20
austifrosti,lotus_stats,20,0.80,0.05,0.10,16
austifrosti,split_stats,15,1.40,0.53,0.20,21
austifrosti,sunset_stats,21,1.05,0.33,0.29,22
devilasxa,ascent_stats,55,0.71,0.71,0.16,14
devilasxa,bind_stats,76,0.59,0.36,0.04,16
devilasxa,breeze_stats,34,0.88,0.38,0.09,30
devilasxa,icebox_stats,17,0.82,0.18,0.18,14
devilasxa,lotus_stats,83,0.64,0.41,0.10,17
devilasxa,split_stats,41,0.68,0.10,0.12,14
devilasxa,sunset_stats,24,0.88,0.38,0.00,21
aspas,ascent_stats,34,1.03,0.24,0.15,35
aspas,bind_stats,17,1.12,0.24,0.18,19
aspas,breeze_stats,19,1.21,0.00,0.16,23
aspas,icebox_stats,65,1.11,0.09,0.17,31
aspas,lotus_stats,58,1.16,0.22,0.19,47
aspas,sunset_stats,37,0.73,0.22,0.11,15
Sayf,ascent_stats,48,0.85,0.52,0.15,27
Sayf,bind_stats,22,0.77,0.27,0.05,17
Sayf,breeze_stats,41,0.83,0.22,0.15,19
Sayf,icebox_stats,62,0.74,0.13,0.08,18
Sayf,lotus_stats,17,0.65,0.18,0.00,11
Sayf,sunset_stats,107,0.93,0.27,0.14,22
K1LLERS,ascent_stats,17,0.71,0.47,0.00,12
K1LLERS,bind_stats,80,0.80,0.18,0.16,19
K1LLERS,breeze_stats,34,0.71,0.12,0.06,17
K1LLERS,icebox_stats,61,0.54,0.62,0.07,17
K1LLERS,lotus_stats,21,0.62,0.19,0.10,13
K1LLERS,sunset_stats,17,0.88,0.24,0.24,15
Sushiboys,ascent_stats,46,0.85,0.22,0.09,23
Sushiboys,icebox_stats,89,0.72,0.19,0.04,24
Sushiboys,lotus_stats,56,0.82,0.27,0.09,20
Sushiboys,split_stats,43,0.88,0.28,0.09,24
murizzz,ascent_stats,21,0.86,0.29,0.05,18
murizzz,breeze_stats,22,0.82,0.18,0.14,18
murizzz,icebox_stats,17,0.94,0.00,0.12,16
murizzz,lotus_stats,21,0.76,0.52,0.10,16
Globe,ascent_stats,21,0.90,0.62,0.05,19
Globe,icebox_stats,16,0.38,0.06,0.13,6
mandu,ascent_stats,19,1.11,0.16,0.42,21
mandu,lotus_stats,23,0.70,0.48,0.09,16
mandu,sunset_stats,26,0.88,0.27,0.15,23
YaBoiLewis,ascent_stats,23,0.74,0.96,0.00,17
YaBoiLewis,bind_stats,87,0.92,0.28,0.18,22
YaBoiLewis,breeze_stats,26,0.62,0.19,0.12,16
YaBoiLewis,lotus_stats,51,0.88,0.24,0.10,34
YaBoiLewis,split_stats,62,0.82,0.15,0.08,26
YaBoiLewis,sunset_stats,33,0.61,0.33,0.12,13
nAvarro,ascent_stats,74,0.84,0.35,0.15,25
nAvarro,breeze_stats,47,0.43,0.19,0.09,10
nAvarro,icebox_stats,69,0.57,0.22,0.03,16
nAvarro,lotus_stats,62,0.34,0.34,0.05,10
nAvarro,split_stats,43,0.28,0.26,0.02,7
nAvarro,sunset_stats,22,0.77,0.82,0.09,17
PinOcchiOs,ascent_stats,22,0.91,0.64,0.23,20
PinOcchiOs,lotus_stats,24,0.88,0.58,0.13,21
PinOcchiOs,split_stats,23,0.74,0.35,0.09,17
sibeastw0w,ascent_stats,68,0.96,0.28,0.19,23
sibeastw0w,bind_stats,41,0.83,0.17,0.17,19
sibeastw0w,icebox_stats,20,1.20,0.15,0.25,24
sibeastw0w,lotus_stats,39,0.77,0.23,0.21,23
sibeastw0w,split_stats,125,0.77,0.26,0.26,26
sibeastw0w,sunset_stats,41,0.93,0.12,0.24,20
romily,ascent_stats,16,0.81,0.00,0.00,13
romily,bind_stats,40,0.88,0.30,0.05,18
romily,breeze_stats,22,0.68,0.23,0.05,15
romily,lotus_stats,64,0.70,0.13,0.02,16
romily,sunset_stats,109,0.76,0.26,0.04,18
archiw0w,ascent_stats,23,0.83,0.48,0.13,19
archiw0w,icebox_stats,14,0.21,0.14,0.00,3
archiw0w,lotus_stats,59,0.49,0.83,0.10,15
archiw0w,split_stats,21,0.67,1.00,0.10,14
archiw0w,sunset_stats,38,0.68,0.26,0.16,18
ANGE1,ascent_stats,39,0.82,0.46,0.05,17
ANGE1,bind_stats,42,0.76,0.19,0.17,25
ANGE1,breeze_stats,17,0.41,0.06,0.06,7
ANGE1,lotus_stats,40,0.40,0.23,0.10,9
ANGE1,split_stats,65,0.74,0.34,0.12,17
ANGE1,sunset_stats,71,0.65,0.27,0.13,21
spike,ascent_stats,36,0.64,0.72,0.03,12
spike,bind_stats,20,0.55,0.55,0.10,11
spike,breeze_stats,24,0.79,0.13,0.04,19
spike,icebox_stats,47,0.98,0.32,0.06,24
spike,lotus_stats,74,0.76,0.27,0.16,20
spike,split_stats,86,0.84,0.35,0.07,20
spike,sunset_stats,52,0.65,0.31,0.04,13
Derrek,ascent_stats,20,0.75,0.50,0.05,15
Derrek,bind_stats,24,0.58,0.25,0.04,14
Derrek,breeze_stats,22,0.73,0.00,0.05,16
Derrek,icebox_stats,36,0.44,0.14,0.08,8
Derrek,lotus_stats,84,0.57,0.32,0.04,15
Derrek,split_stats,17,0.47,0.41,0.06,8
Derrek,sunset_stats,62,0.81,0.24,0.08,20
Dragon,ascent_stats,91,0.78,0.58,0.15,22
Dragon,bind_stats,40,0.90,0.60,0.10,19
Dragon,breeze_stats,23,0.70,0.13,0.04,16
Dragon,lotus_stats,44,0.82,0.41,0.00,21
Dragon,split_stats,21,0.76,0.38,0.05,16
Dragon,sunset_stats,19,0.74,0.26,0.05,14
stunna,ascent_stats,20,1.00,0.15,0.15,20
wedid,ascent_stats,36,0.81,0.50,0.11,18
wedid,bind_stats,24,0.79,0.13,0.08,19
wedid,icebox_stats,37,0.92,0.30,0.05,22
wedid,lotus_stats,107,0.91,0.45,0.07,26
wedid,sunset_stats,68,0.49,0.35,0.03,19
kodeth,ascent_stats,23,1.09,0.13,0.30,25
kodeth,icebox_stats,14,0.50,0.14,0.29,7
kodeth,lotus_stats,59,0.61,0.25,0.22,19
kodeth,split_stats,21,1.38,0.24,0.33,29
kodeth,sunset_stats,18,0.44,0.17,0.33,8
Liz,ascent_stats,22,1.05,0.14,0.14,23
Liz,breeze_stats,22,0.82,0.14,0.27,18
Liz,lotus_stats,22,0.59,0.18,0.09,13
kaho,ascent_stats,52,0.79,0.50,0.12,15
kaho,bind_stats,21,0.71,0.24,0.00,15
kaho,breeze_stats,38,1.13,0.16,0.24,22
kaho,icebox_stats,76,0.93,0.45,0.17,21
kaho,lotus_stats,59,0.59,0.27,0.10,14
kaho,split_stats,36,1.00,0.25,0.28,27
alexis,ascent_stats,39,0.85,0.33,0.13,18
alexis,bind_stats,24,0.54,0.46,0.04,13
alexis,breeze_stats,67,0.66,0.30,0.09,21
alexis,icebox_stats,74,0.57,0.31,0.08,12
alexis,lotus_stats,80,0.56,0.34,0.04,15
alexis,sunset_stats,64,0.64,0.63,0.02,19
Scarlett,ascent_stats,101,1.02,0.13,0.27,28
Scarlett,bind_stats,76,0.75,0.21,0.21,20
Scarlett,breeze_stats,34,0.71,0.12,0.15,24
Scarlett,icebox_stats,17,0.47,0.06,0.12,8
Scarlett,lotus_stats,144,0.67,0.26,0.15,20
Scarlett,split_stats,64,0.59,0.30,0.09,17
Scarlett,sunset_stats,52,0.87,0.42,0.21,26
chase,ascent_stats,15,0.53,0.07,0.13,8
chase,bind_stats,44,0.59,0.45,0.07,19
chase,icebox_stats,24,0.79,0.08,0.08,19
chase,lotus_stats,40,0.68,0.15,0.05,17
chase,sunset_stats,41,0.71,0.34,0.12,18
seven,ascent_stats,22,0.73,0.91,0.09,16
seven,breeze_stats,64,0.77,0.41,0.09,21
seven,icebox_stats,19,0.63,0.32,0.11,12
seven,lotus_stats,67,0.51,0.48,0.03,12
seven,split_stats,40,0.85,0.23,0.10,19
seven,sunset_stats,24,0.88,0.08,0.08,21
Ktori,ascent_stats,24,1.04,0.17,0.17,25
Ktori,bind_stats,16,0.50,0.19,0.00,8
Ktori,breeze_stats,17,0.76,0.29,0.12,13
Ktori,lotus_stats,42,0.62,0.21,0.19,13
Ktori,sunset_stats,21,0.81,0.14,0.05,17
NGen,ascent_stats,26,0.73,0.50,0.19,19
NGen,bind_stats,46,0.52,0.22,0.04,14
NGen,breeze_stats,68,0.81,0.25,0.10,20
NGen,lotus_stats,43,0.58,0.44,0.07,14
Reduxx,ascent_stats,36,1.14,0.11,0.25,27
Reduxx,bind_stats,22,0.68,0.23,0.27,15
Reduxx,lotus_stats,45,0.78,0.20,0.33,23
Reduxx,split_stats,71,1.00,0.20,0.21,28
Reduxx,sunset_stats,44,0.77,0.16,0.16,20
delas,ascent_stats,24,1.04,0.13,0.21,25
delas,bind_stats,21,0.76,0.10,0.10,16
delas,breeze_stats,20,0.25,0.20,0.05,5
delas,icebox_stats,54,0.70,0.19,0.19,23
delas,lotus_stats,45,0.82,0.16,0.11,22
delas,split_stats,20,0.65,0.35,0.10,13
Erase,ascent_stats,19,0.95,0.37,0.11,18
Erase,lotus_stats,16,0.63,0.50,0.00,10
Shyy,ascent_stats,21,0.95,0.29,0.05,20
Shyy,breeze_stats,20,0.75,0.35,0.05,15
Shyy,icebox_stats,43,0.53,0.19,0.05,12
Shyy,lotus_stats,20,0.55,0.05,0.00,11
Shyy,split_stats,42,0.81,0.31,0.14,18
Shyy,sunset_stats,42,0.62,0.24,0.05,13
florescent,ascent_stats,39,0.97,0.21,0.08,20
florescent,bind_stats,24,0.58,0.21,0.04,14
florescent,breeze_stats,67,0.84,0.28,0.07,21
florescent,icebox_stats,74,1.19,0.18,0.15,29
florescent,lotus_stats,80,0.96,0.28,0.14,27
florescent,sunset_stats,64,1.36,0.13,0.22,33
meL,ascent_stats,39,0.90,0.51,0.10,19
meL,bind_stats,24,0.50,0.42,0.21,12
meL,breeze_stats,67,0.66,0.34,0.07,26
meL,icebox_stats,74,0.70,0.34,0.04,18
meL,lotus_stats,80,0.70,0.40,0.09,17
meL,sunset_stats,64,0.67,0.45,0.08,22
Ragnarok,ascent_stats,20,0.75,0.45,0.10,15
Ragnarok,sunset_stats,23,0.78,0.61,0.04,18
IKANA,ascent_stats,51,0.80,0.24,0.04,18
IKANA,bind_stats,56,0.77,0.30,0.09,16
IKANA,breeze_stats,20,0.85,0.15,0.00,17
IKANA,icebox_stats,23,0.57,0.48,0.00,13
IKANA,lotus_stats,115,0.77,0.36,0.06,22
IKANA,split_stats,89,0.80,0.51,0.03,32
IKANA,sunset_stats,71,0.76,0.38,0.08,21
cortezia,ascent_stats,116,0.79,0.51,0.05,22
cortezia,bind_stats,38,0.82,0.55,0.11,20
cortezia,icebox_stats,24,0.71,0.21,0.04,17
cortezia,lotus_stats,48,0.63,0.42,0.13,16
cortezia,split_stats,20,0.70,0.35,0.00,14
cortezia,sunset_stats,40,0.73,0.30,0.10,17
dzii,ascent_stats,21,1.14,0.33,0.10,24
dzii,bind_stats,35,0.74,0.29,0.06,19
dzii,breeze_stats,82,0.79,0.32,0.06,21
dzii,lotus_stats,112,0.67,0.09,0.05,18
dzii,split_stats,57,0.72,0.18,0.07,18
dzii,sunset_stats,91,1.02,0.27,0.11,31
DVDOV,ascent_stats,45,0.98,0.16,0.07,29
DVDOV,bind_stats,45,0.73,0.07,0.13,21
DVDOV,icebox_stats,99,0.73,0.13,0.10,21
DVDOV,lotus_stats,38,0.79,0.21,0.03,21
DVDOV,split_stats,17,0.82,0.35,0.12,14
DVDOV,sunset_stats,66,0.74,0.08,0.14,18
SUYGETSU,ascent_stats,39,0.77,0.33,0.05,19
SUYGETSU,bind_stats,42,0.55,0.31,0.07,12
SUYGETSU,breeze_stats,17,0.76,0.06,0.00,13
SUYGETSU,lotus_stats,40,0.98,0.05,0.15,22
SUYGETSU,split_stats,65,0.72,0.25,0.06,16
SUYGETSU,sunset_stats,71,0.51,0.23,0.04,15
MAGiK,ascent_stats,86,0.81,0.35,0.07,22
MAGiK,bind_stats,15,1.00,0.13,0.07,15
MAGiK,icebox_stats,21,0.48,0.29,0.00,10
MAGiK,lotus_stats,86,0.66,0.41,0.08,19
MAGiK,split_stats,54,0.74,0.43,0.11,24
phi,ascent_stats,103,0.82,0.48,0.07,21
phi,bind_stats,20,0.35,0.20,0.00,7
phi,breeze_stats,24,0.42,0.29,0.00,10
phi,icebox_stats,94,0.68,0.30,0.09,24
phi,lotus_stats,68,0.65,0.18,0.09,14
phi,split_stats,23,0.70,0.43,0.04,16
phi,sunset_stats,59,0.51,0.31,0.12,12
Alucard,ascent_stats,103,0.74,0.44,0.10,19
Alucard,breeze_stats,20,1.00,0.20,0.15,20
Alucard,icebox_stats,94,0.54,0.29,0.05,19
Alucard,lotus_stats,80,0.45,0.40,0.03,13
Alucard,split_stats,23,0.57,0.13,0.00,13
Alucard,sunset_stats,42,0.43,0.19,0.02,10
songry,ascent_stats,103,0.74,0.65,0.08,16
songry,breeze_stats,20,0.75,0.20,0.10,15
songry,icebox_stats,94,0.77,0.28,0.09,28
songry,lotus_stats,80,0.76,0.21,0.16,25
songry,split_stats,23,0.35,0.48,0.13,8
songry,sunset_stats,42,0.43,0.50,0.10,11
enerii,ascent_stats,22,1.00,0.18,0.27,22
enerii,bind_stats,14,1.14,0.43,0.21,16
enerii,icebox_stats,31,0.87,0.29,0.19,15
enerii,lotus_stats,33,0.91,0.30,0.24,16
enerii,split_stats,22,0.59,0.36,0.14,13
enerii,sunset_stats,59,0.76,0.29,0.17,17
hype,ascent_stats,31,0.90,0.10,0.16,16
hype,bind_stats,22,0.68,0.23,0.05,15
hype,breeze_stats,19,1.16,0.21,0.11,22
hype,icebox_stats,58,0.79,0.12,0.16,19
hype,lotus_stats,62,0.50,0.19,0.06,11
hype,sunset_stats,95,0.76,0.38,0.11,19
Enzo,ascent_stats,42,0.88,0.48,0.10,20
Enzo,bind_stats,20,0.25,0.20,0.00,5
Enzo,icebox_stats,41,0.61,0.32,0.05,15
Enzo,lotus_stats,53,0.57,0.30,0.13,18
Enzo,split_stats,42,0.52,0.17,0.05,12
Enzo,sunset_stats,15,0.40,0.47,0.07,6
devy,ascent_stats,20,0.95,0.15,0.20,19
Ache,ascent_stats,22,1.00,0.27,0.23,22
Ache,split_stats,26,1.04,0.08,0.23,27
Zhannn,ascent_stats,22,0.86,0.59,0.05,19
Zhannn,lotus_stats,36,0.56,0.17,0.06,10
Zhannn,split_stats,19,0.37,0.16,0.05,7
Rossy,ascent_stats,42,0.79,0.62,0.12,20
Rossy,bind_stats,68,0.74,0.25,0.09,19
Rossy,breeze_stats,22,0.41,0.27,0.09,9
Rossy,lotus_stats,86,0.56,0.38,0.07,15
Rossy,split_stats,18,0.50,0.22,0.00,9
Rossy,sunset_stats,24,0.92,0.67,0.08,22
brk,ascent_stats,70,0.90,0.21,0.23,22
brk,bind_stats,43,0.88,0.33,0.21,24
brk,icebox_stats,37,0.84,0.24,0.22,18
brk,split_stats,26,0.62,0.15,0.12,16
brk,sunset_stats,40,0.75,0.18,0.18,15
Brinks,ascent_stats,55,0.69,0.53,0.13,15
Brinks,bind_stats,54,0.69,0.54,0.09,13
Brinks,breeze_stats,109,0.61,0.17,0.10,18
Brinks,icebox_stats,65,0.71,0.08,0.06,18
Brinks,lotus_stats,84,0.63,0.38,0.07,18
Brinks,split_stats,21,0.81,0.38,0.14,17
Brinks,sunset_stats,147,0.74,0.46,0.05,21
Neu,ascent_stats,24,0.96,0.25,0.04,23
Neu,lotus_stats,20,0.65,0.30,0.05,13
Neu,split_stats,44,0.59,0.32,0.02,20
Neu,sunset_stats,23,0.61,0.30,0.00,14
ZK,ascent_stats,26,0.62,0.65,0.04,16
ZK,bind_stats,22,0.91,0.23,0.05,20
ZK,breeze_stats,16,0.63,0.38,0.00,10
ZK,icebox_stats,24,0.46,0.17,0.00,11
ZK,lotus_stats,41,0.63,0.29,0.02,17
ZK,split_stats,67,0.64,0.24,0.03,16
ZK,sunset_stats,37,0.62,0.38,0.05,14
demek,ascent_stats,26,1.00,0.15,0.27,26
demek,icebox_stats,71,0.79,0.11,0.21,32
demek,lotus_stats,20,0.70,0.10,0.20,14
demek,split_stats,45,0.62,0.04,0.11,15
demek,sunset_stats,47,0.89,0.21,0.19,23
roompa,ascent_stats,41,0.93,0.24,0.10,22
roompa,breeze_stats,23,0.65,0.22,0.04,15
roompa,icebox_stats,93,0.68,0.32,0.04,25
roompa,lotus_stats,23,0.78,0.57,0.09,18
roompa,split_stats,21,0.43,0.38,0.05,9
roompa,sunset_stats,24,0.79,0.17,0.08,19
ExiT,ascent_stats,162,0.95,0.22,0.20,33
ExiT,bind_stats,56,0.77,0.20,0.13,19
ExiT,breeze_stats,141,0.72,0.16,0.11,28
ExiT,icebox_stats,43,1.12,0.14,0.12,27
ExiT,lotus_stats,219,0.79,0.22,0.13,42
ExiT,split_stats,106,0.60,0.42,0.07,17
ExiT,sunset_stats,76,0.78,0.18,0.13,18
Cain,ascent_stats,52,0.77,0.54,0.15,15
Cain,bind_stats,21,0.57,0.24,0.00,12
Cain,breeze_stats,38,0.89,0.26,0.05,19
Cain,icebox_stats,76,0.89,0.36,0.07,20
Cain,lotus_stats,59,0.68,0.51,0.02,21
Cain,split_stats,36,0.75,0.36,0.00,14
Meiy,ascent_stats,40,1.10,0.13,0.15,29
Meiy,breeze_stats,22,0.91,0.14,0.27,20
Meiy,lotus_stats,77,0.78,0.18,0.21,25
Meiy,split_stats,41,0.76,0.15,0.17,16
Meiy,sunset_stats,39,0.74,0.23,0.15,18
Prti,ascent_stats,20,0.70,0.65,0.00,14
Prti,bind_stats,49,0.53,0.14,0.10,21
Prti,breeze_stats,44,0.43,0.23,0.07,12
Prti,icebox_stats,64,0.58,0.23,0.06,19
Prti,lotus_stats,94,0.68,0.39,0.07,24
Prti,sunset_stats,19,0.63,0.42,0.05,12
jotinha,ascent_stats,17,0.76,0.94,0.00,13
jotinha,bind_stats,44,0.43,0.45,0.00,13
jotinha,split_stats,24,0.58,0.38,0.08,14
jotinha,sunset_stats,21,0.95,0.24,0.00,20
Bunny,ascent_stats,24,0.96,0.17,0.08,23
Bunny,bind_stats,18,1.11,0.17,0.17,20
Bunny,lotus_stats,60,1.00,0.27,0.27,25
Bunny,split_stats,91,0.70,0.16,0.10,22
majusia,ascent_stats,41,1.02,0.17,0.29,24
majusia,bind_stats,42,0.52,0.12,0.12,16
majusia,icebox_stats,21,0.48,0.14,0.10,10
majusia,lotus_stats,45,0.82,0.20,0.16,19
majusia,split_stats,15,0.07,0.20,0.07,1
majusia,sunset_stats,20,1.10,0.05,0.15,22
Haneul,ascent_stats,19,0.79,0.32,0.37,15
Haneul,breeze_stats,17,0.59,0.18,0.24,10
Haneul,icebox_stats,23,0.39,0.26,0.09,9
Haneul,lotus_stats,47,0.53,0.11,0.06,16
Haneul,split_stats,20,0.50,0.20,0.00,10
6sonya,ascent_stats,58,0.79,0.38,0.17,21
6sonya,bind_stats,26,0.35,0.35,0.04,9
6sonya,breeze_stats,24,0.67,0.38,0.08,16
6sonya,icebox_stats,76,0.59,0.32,0.12,14
6sonya,lotus_stats,46,0.89,0.24,0.13,24
6sonya,split_stats,64,0.48,0.45,0.06,16
6sonya,sunset_stats,19,0.53,0.16,0.05,10
Bobbert,ascent_stats,24,0.79,0.25,0.00,19
Bobbert,breeze_stats,17,0.47,0.12,0.06,8
parker,ascent_stats,20,1.10,0.45,0.00,22
parker,breeze_stats,17,0.59,0.35,0.06,10
parker,icebox_stats,19,1.11,0.47,0.00,21
parker,sunset_stats,40,0.45,0.63,0.00,9
adelano,ascent_stats,69,0.71,0.33,0.09,18
adelano,breeze_stats,104,0.58,0.13,0.07,26
adelano,icebox_stats,44,0.66,0.16,0.00,17
adelano,lotus_stats,89,0.62,0.39,0.09,19
adelano,split_stats,67,0.72,0.40,0.10,23
JohnOlsen,ascent_stats,46,0.89,0.37,0.26,21
JohnOlsen,icebox_stats,89,0.82,0.12,0.20,20
JohnOlsen,lotus_stats,56,1.00,0.09,0.21,27
JohnOlsen,split_stats,43,1.00,0.16,0.16,26
NeFi,ascent_stats,26,0.88,0.42,0.12,23
NeFi,icebox_stats,71,0.62,0.23,0.04,26
NeFi,lotus_stats,20,0.55,0.30,0.00,11
